0.26657	0.271559	0.204556	2.23635	-1.13353	-2.4099	
0.266542	0.271511	0.204398	2.2353	-1.13393	-2.40913	
0.266514	0.271463	0.204239	2.23425	-1.13433	-2.40837	
0.266485	0.271415	0.204081	2.2332	-1.13472	-2.4076	
0.266457	0.271367	0.203923	2.23215	-1.13512	-2.40684	
0.266429	0.271319	0.203765	2.23109	-1.13551	-2.40607	
0.2664	0.271271	0.203607	2.23004	-1.13591	-2.4053	
0.266372	0.271223	0.203448	2.22898	-1.1363	-2.40453	
0.266343	0.271174	0.20329	2.22792	-1.1367	-2.40376	
0.266314	0.271126	0.203132	2.22686	-1.13709	-2.40298	
0.266285	0.271078	0.202974	2.2258	-1.13748	-2.4022	
0.266256	0.27103	0.202815	2.22474	-1.13788	-2.40143	
0.266227	0.270982	0.202657	2.22367	-1.13827	-2.40065	
0.266198	0.270934	0.202499	2.22261	-1.13866	-2.39987	
0.266169	0.270886	0.202341	2.22154	-1.13906	-2.39908	
0.266139	0.270838	0.202183	2.22047	-1.13945	-2.3983	
0.26611	0.27079	0.202024	2.2194	-1.13984	-2.39751	
0.26608	0.270742	0.201866	2.21832	-1.14023	-2.39672	
0.266051	0.270694	0.201708	2.21725	-1.14062	-2.39594	
0.266021	0.270646	0.20155	2.21617	-1.14101	-2.39514	
0.265991	0.270598	0.201392	2.2151	-1.1414	-2.39435	
0.265961	0.27055	0.201233	2.21402	-1.14179	-2.39356	
0.265931	0.270501	0.201075	2.21294	-1.14218	-2.39276	
0.265901	0.270453	0.200917	2.21185	-1.14257	-2.39196	
0.26587	0.270405	0.200759	2.21077	-1.14296	-2.39116	
0.26584	0.270357	0.200601	2.20968	-1.14335	-2.39036	
0.265809	0.270309	0.200442	2.20859	-1.14374	-2.38956	
0.265779	0.270261	0.200284	2.2075	-1.14412	-2.38876	
0.265748	0.270213	0.200126	2.20641	-1.14451	-2.38795	
0.265717	0.270165	0.199968	2.20532	-1.1449	-2.38714	
0.265686	0.270117	0.19981	2.20423	-1.14529	-2.38633	
0.265655	0.270069	0.199652	2.20313	-1.14567	-2.38552	
0.265624	0.270021	0.199493	2.20203	-1.14606	-2.38471	
0.265593	0.269973	0.199335	2.20093	-1.14644	-2.3839	
0.265562	0.269925	0.199177	2.19983	-1.14683	-2.38308	
0.265531	0.269877	0.199019	2.19873	-1.14721	-2.38226	
0.265499	0.269829	0.198861	2.19763	-1.1476	-2.38144	
0.265467	0.269781	0.198703	2.19652	-1.14798	-2.38062	
0.265436	0.269733	0.198544	2.19541	-1.14836	-2.3798	
0.265404	0.269685	0.198386	2.1943	-1.14875	-2.37898	
0.265372	0.269637	0.198228	2.19319	-1.14913	-2.37815	
0.26534	0.269589	0.19807	2.19208	-1.14951	-2.37732	
0.265308	0.26954	0.197912	2.19096	-1.1499	-2.37649	
0.265276	0.269492	0.197754	2.18985	-1.15028	-2.37566	
0.265244	0.269444	0.197596	2.18873	-1.15066	-2.37483	
0.265211	0.269396	0.197438	2.18761	-1.15104	-2.37399	
0.265179	0.269348	0.197279	2.18649	-1.15142	-2.37316	
0.265146	0.2693	0.197121	2.18537	-1.1518	-2.37232	
0.265113	0.269252	0.196963	2.18424	-1.15218	-2.37148	
0.265081	0.269204	0.196805	2.18312	-1.15256	-2.37064	
0.265048	0.269156	0.196647	2.18199	-1.15294	-2.36979	
0.265015	0.269108	0.196489	2.18086	-1.15332	-2.36895	
0.264982	0.26906	0.196331	2.17973	-1.15369	-2.3681	
0.264948	0.269012	0.196173	2.17859	-1.15407	-2.36725	
0.264915	0.268964	0.196015	2.17746	-1.15445	-2.3664	
0.264882	0.268916	0.195856	2.17632	-1.15483	-2.36555	
0.264848	0.268868	0.195698	2.17518	-1.1552	-2.3647	
0.264815	0.26882	0.19554	2.17404	-1.15558	-2.36384	
0.264781	0.268772	0.195382	2.1729	-1.15596	-2.36299	
0.264747	0.268724	0.195224	2.17176	-1.15633	-2.36213	
0.264713	0.268676	0.195066	2.17061	-1.15671	-2.36127	
0.264679	0.268628	0.194908	2.16946	-1.15708	-2.3604	
0.264645	0.26858	0.19475	2.16831	-1.15746	-2.35954	
0.264611	0.268532	0.194592	2.16716	-1.15783	-2.35867	
0.264577	0.268484	0.194434	2.16601	-1.1582	-2.35781	
0.264542	0.268436	0.194276	2.16486	-1.15858	-2.35694	
0.264508	0.268388	0.194118	2.1637	-1.15895	-2.35606	
0.264473	0.26834	0.19396	2.16254	-1.15932	-2.35519	
0.264439	0.268292	0.193802	2.16138	-1.15969	-2.35432	
0.264404	0.268244	0.193644	2.16022	-1.16006	-2.35344	
0.264369	0.268196	0.193486	2.15906	-1.16044	-2.35256	
0.264334	0.268148	0.193328	2.15789	-1.16081	-2.35168	
0.264299	0.2681	0.19317	2.15673	-1.16118	-2.3508	
0.264264	0.268052	0.193012	2.15556	-1.16155	-2.34992	
0.264228	0.268004	0.192854	2.15439	-1.16192	-2.34903	
0.264193	0.267956	0.192696	2.15322	-1.16228	-2.34814	
0.264158	0.267908	0.192538	2.15204	-1.16265	-2.34725	
0.264122	0.26786	0.19238	2.15087	-1.16302	-2.34636	
0.264086	0.267812	0.192222	2.14969	-1.16339	-2.34547	
0.264051	0.267764	0.192064	2.14851	-1.16376	-2.34457	
0.264015	0.267716	0.191906	2.14733	-1.16412	-2.34368	
0.263979	0.267668	0.191748	2.14615	-1.16449	-2.34278	
0.263943	0.26762	0.19159	2.14496	-1.16486	-2.34188	
0.263906	0.267572	0.191432	2.14377	-1.16522	-2.34098	
0.26387	0.267524	0.191274	2.14259	-1.16559	-2.34007	
0.263834	0.267477	0.191116	2.1414	-1.16595	-2.33917	
0.263797	0.267429	0.190958	2.1402	-1.16632	-2.33826	
0.263761	0.267381	0.1908	2.13901	-1.16668	-2.33735	
0.263724	0.267333	0.190642	2.13782	-1.16704	-2.33644	
0.263687	0.267285	0.190484	2.13662	-1.16741	-2.33553	
0.26365	0.267237	0.190327	2.13542	-1.16777	-2.33461	
0.263613	0.267189	0.190169	2.13422	-1.16813	-2.3337	
0.263576	0.267141	0.190011	2.13301	-1.16849	-2.33278	
0.263539	0.267093	0.189853	2.13181	-1.16885	-2.33186	
0.263502	0.267045	0.189695	2.1306	-1.16922	-2.33094	
0.263464	0.266997	0.189537	2.12939	-1.16958	-2.33001	
0.263427	0.266949	0.189379	2.12818	-1.16994	-2.32909	
0.263389	0.266901	0.189221	2.12697	-1.1703	-2.32816	
0.263352	0.266853	0.189064	2.12576	-1.17065	-2.32723	
0.263314	0.266805	0.188906	2.12454	-1.17101	-2.3263	
0.263276	0.266757	0.188748	2.12332	-1.17137	-2.32536	
0.263238	0.266709	0.18859	2.1221	-1.17173	-2.32443	
0.2632	0.266662	0.188432	2.12088	-1.17209	-2.32349	
0.263162	0.266614	0.188275	2.11966	-1.17244	-2.32255	
0.263124	0.266566	0.188117	2.11843	-1.1728	-2.32161	
0.263085	0.266518	0.187959	2.11721	-1.17316	-2.32067	
0.263047	0.26647	0.187801	2.11598	-1.17351	-2.31973	
0.263008	0.266422	0.187643	2.11475	-1.17387	-2.31878	
0.262969	0.266374	0.187486	2.11351	-1.17422	-2.31783	
0.262931	0.266326	0.187328	2.11228	-1.17458	-2.31688	
0.262892	0.266278	0.18717	2.11104	-1.17493	-2.31593	
0.262853	0.26623	0.187012	2.10981	-1.17528	-2.31497	
0.262814	0.266182	0.186855	2.10857	-1.17564	-2.31402	
0.262774	0.266135	0.186697	2.10732	-1.17599	-2.31306	
0.262735	0.266087	0.186539	2.10608	-1.17634	-2.3121	
0.262696	0.266039	0.186381	2.10483	-1.17669	-2.31114	
0.262656	0.265991	0.186224	2.10359	-1.17704	-2.31018	
0.262617	0.265943	0.186066	2.10234	-1.17739	-2.30921	
0.262577	0.265895	0.185908	2.10108	-1.17774	-2.30824	
0.262537	0.265847	0.185751	2.09983	-1.17809	-2.30727	
0.262497	0.265799	0.185593	2.09857	-1.17844	-2.3063	
0.262457	0.265751	0.185435	2.09732	-1.17879	-2.30533	
0.262417	0.265704	0.185278	2.09606	-1.17914	-2.30436	
0.262377	0.265656	0.18512	2.0948	-1.17949	-2.30338	
0.262337	0.265608	0.184962	2.09353	-1.17983	-2.3024	
0.262296	0.26556	0.184805	2.09227	-1.18018	-2.30142	
0.262256	0.265512	0.184647	2.091	-1.18053	-2.30044	
0.262215	0.265464	0.184489	2.08973	-1.18087	-2.29945	
0.262175	0.265416	0.184332	2.08846	-1.18122	-2.29847	
0.262134	0.265368	0.184174	2.08719	-1.18156	-2.29748	
0.262093	0.265321	0.184017	2.08591	-1.18191	-2.29649	
0.262052	0.265273	0.183859	2.08464	-1.18225	-2.29549	
0.262011	0.265225	0.183702	2.08336	-1.18259	-2.2945	
0.26197	0.265177	0.183544	2.08208	-1.18294	-2.2935	
0.261929	0.265129	0.183386	2.0808	-1.18328	-2.29251	
0.261887	0.265081	0.183229	2.07951	-1.18362	-2.29151	
0.261846	0.265034	0.183071	2.07823	-1.18396	-2.2905	
0.261804	0.264986	0.182914	2.07694	-1.1843	-2.2895	
0.261762	0.264938	0.182756	2.07565	-1.18465	-2.28849	
0.261721	0.26489	0.182599	2.07435	-1.18499	-2.28749	
0.261679	0.264842	0.182441	2.07306	-1.18532	-2.28648	
0.261637	0.264794	0.182284	2.07176	-1.18566	-2.28546	
0.261595	0.264747	0.182126	2.07047	-1.186	-2.28445	
0.261553	0.264699	0.181969	2.06917	-1.18634	-2.28343	
0.26151	0.264651	0.181811	2.06786	-1.18668	-2.28242	
0.261468	0.264603	0.181654	2.06656	-1.18701	-2.2814	
0.261425	0.264555	0.181497	2.06525	-1.18735	-2.28037	
0.261383	0.264507	0.181339	2.06395	-1.18769	-2.27935	
0.26134	0.26446	0.181182	2.06264	-1.18802	-2.27833	
0.261297	0.264412	0.181024	2.06132	-1.18836	-2.2773	
0.261254	0.264364	0.180867	2.06001	-1.18869	-2.27627	
0.261211	0.264316	0.18071	2.05869	-1.18903	-2.27524	
0.261168	0.264268	0.180552	2.05738	-1.18936	-2.2742	
0.261125	0.264221	0.180395	2.05606	-1.18969	-2.27317	
0.261082	0.264173	0.180237	2.05473	-1.19003	-2.27213	
0.261039	0.264125	0.18008	2.05341	-1.19036	-2.27109	
0.260995	0.264077	0.179923	2.05208	-1.19069	-2.27005	
0.260951	0.26403	0.179765	2.05076	-1.19102	-2.269	
0.260908	0.263982	0.179608	2.04943	-1.19135	-2.26796	
0.260864	0.263934	0.179451	2.0481	-1.19168	-2.26691	
0.26082	0.263886	0.179294	2.04676	-1.19201	-2.26586	
0.260776	0.263838	0.179136	2.04543	-1.19234	-2.26481	
0.260732	0.263791	0.178979	2.04409	-1.19267	-2.26376	
0.260688	0.263743	0.178822	2.04275	-1.193	-2.2627	
0.260644	0.263695	0.178665	2.04141	-1.19332	-2.26164	
0.260599	0.263647	0.178507	2.04006	-1.19365	-2.26058	
0.260555	0.2636	0.17835	2.03872	-1.19398	-2.25952	
0.26051	0.263552	0.178193	2.03737	-1.1943	-2.25846	
0.260466	0.263504	0.178036	2.03602	-1.19463	-2.25739	
0.260421	0.263456	0.177878	2.03467	-1.19495	-2.25633	
0.260376	0.263409	0.177721	2.03331	-1.19528	-2.25526	
0.260331	0.263361	0.177564	2.03196	-1.1956	-2.25418	
0.260286	0.263313	0.177407	2.0306	-1.19592	-2.25311	
0.260241	0.263265	0.17725	2.02924	-1.19624	-2.25203	
0.260195	0.263218	0.177093	2.02788	-1.19657	-2.25096	
0.26015	0.26317	0.176936	2.02651	-1.19689	-2.24988	
0.260104	0.263122	0.176778	2.02515	-1.19721	-2.24879	
0.260059	0.263074	0.176621	2.02378	-1.19753	-2.24771	
0.260013	0.263027	0.176464	2.02241	-1.19785	-2.24662	
0.259967	0.262979	0.176307	2.02104	-1.19817	-2.24554	
0.259922	0.262931	0.17615	2.01966	-1.19849	-2.24445	
0.259876	0.262884	0.175993	2.01829	-1.19881	-2.24335	
0.25983	0.262836	0.175836	2.01691	-1.19912	-2.24226	
0.259783	0.262788	0.175679	2.01553	-1.19944	-2.24116	
0.259737	0.26274	0.175522	2.01414	-1.19976	-2.24007	
0.259691	0.262693	0.175365	2.01276	-1.20007	-2.23897	
0.259644	0.262645	0.175208	2.01137	-1.20039	-2.23786	
0.259598	0.262597	0.175051	2.00998	-1.2007	-2.23676	
0.259551	0.26255	0.174894	2.00859	-1.20102	-2.23565	
0.259504	0.262502	0.174737	2.0072	-1.20133	-2.23454	
