5.5851e-05	0.0137619	-0.000488344	-2.2757e-05	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0103067	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.000523235	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0107969	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00102371	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.011287	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00152419	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0117772	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00202467	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0122674	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00252515	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0127576	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00302562	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0132478	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0035261	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.013738	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00402658	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0142282	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00452706	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0147183	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00502753	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0152085	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00552801	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0156987	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00602849	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0161889	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00652897	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0166791	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00702945	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0171693	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00752992	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0176594	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0080304	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0181496	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00853088	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0186398	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00903136	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.01913	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.00953183	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0196202	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0100323	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0201104	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0105328	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0206005	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0110333	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0210907	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0115337	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0215809	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0120342	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0220711	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0125347	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0225613	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0130352	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0230515	0.0122798	-0.00670964	-0.000315167	
5.5851e-05	0.0137619	-0.000488344	-0.0135357	-0.010295	0.0123133	-0.00667902	0.000290787	0.000491371	0.000124913	-0.0235416	0.0122798	-0.00670964	-0.000315167	
